,infection_site,description,OriginalReadCode,CleansedReadCode,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,Term
2333,Hepatobiliary,Acute angiocholecystitis,J6501,J650100,303579011.0,197410004.0,303579011.0,Acute angiocholecystitis
2334,bacterial URTI,[X]Otitis media in other diseases classified elsewhere,FyuP5,FyuP500,299532017.0,65363002.0,108597015.0,[X]Otitis media in other diseases classified elsewhere
2335,Viral URTI,[X]Otitis media in viral diseases classified elsewhere,FyuP4,FyuP400,299531012.0,312137007.0,455802015.0,[X]Otitis media in viral diseases classified elsewhere
2336,other,[X]Other specified viral diseases,AyuD9,AyuD900,288202016.0,34014006.0,56798014.0,[X]Other specified viral diseases
2337,other,"[X]Parvovirus infection, unspecified",AyuDD,AyuDD00,288206018.0,186748004.0,287061019.0,"[X]Parvovirus infection, unspecified"
2338,other,"[X]Meningococcal infection, unspecified",Ayu3D,Ayu3D00,288044019.0,23511006.0,39478011.0,"[X]Meningococcal infection, unspecified"
2339,Puerperal,Obstetric nipple infection - delivered,L4501,L450100,307939010.0,200367008.0,307939010.0,Obstetric nipple infection - delivered
2340,Cardiovascular,Rheumatic chorea NOS,G02z,G02z.00,299576012.0,46826000.0,78053017.0,Rheumatic chorea NOS
2341,Genital,Unspecified uterine inflammatory disease,K41z,K41z.00,304718016.0,28783002.0,48199010.0,Unspecified uterine inflammatory disease
2342,Puerperal,Other maternal viral dis. in pregnancy/childbirth/puerperium,L176,L176.00,26711000006115.0,198609003.0,305277014.0,Other maternal viral dis. in pregnancy/childbirth/puerperium
2343,Bone,"Osteomyelitis, unspecified",N3035,N303500,235321000006111.0,203251001.0,311900019.0,"Periostitis without osteomyelitis, of pelvic region/thigh"
2344,pneumonia,[X]Acute bronchitis due to other specified organisms,Hyu10,Hyu1000,301820014.0,312371005.0,456072011.0,[X]Acute bronchitis due to other specified organisms
2345,Muscle,Muscle abscess,N230A,N230A00,311582015.0,203019005.0,311582015.0,Muscle abscess
2346,bacterial URTI,[X]Acute tonsillitis due to other specified organisms,Hyu02,Hyu0200,301803010.0,17741008.0,29982014.0,[X]Acute tonsillitis due to other specified organisms
2347,Neuro,[X]Unspecified viral encephalitis,Ayu8B,Ayu8B00,288126013.0,34476008.0,57546016.0,[X]Unspecified viral encephalitis
2348,other,[X]Tuberculosis,Ayu1,Ayu1.00,429601000006111.0,56717001.0,94320019.0,[X]Tuberculosis
2349,other,[X]Myocarditis in viral diseases classified elsewhere,Gyu5J,Gyu5J00,300907018.0,89141000.0,147813010.0,[X]Myocarditis in viral diseases classified elsewhere
2350,other,"[X]Other resp tubercul,confirmd bacteriologicly+histologicly",Ayu10,Ayu1000,413241000006118.0,56717001.0,94320019.0,"[X]Other resp tubercul,confirmd bacteriologicly+histologicly"
2351,other,[X]Other viral diseases,AyuD,AyuD.00,288192017.0,34014006.0,56798014.0,[X]Other viral diseases
2352,other,"[X]Resp tuberculos unspcfd,confirmd bacteriolog+histologicly",Ayu11,Ayu1100,424881000006119.0,186192006.0,286236016.0,"[X]Resp tuberculos unspcfd,confirmd bacteriolog+histologicly"
2353,other,"[X]Gonococcal infection, unspecified",Ayu4C,Ayu4C00,288084011.0,15628003.0,26487014.0,"[X]Gonococcal infection, unspecified"
2354,other,Late effects of central nervous system tuberculosis,AE01,AE01.00,287960015.0,187253003.0,287960015.0,Late effects of central nervous system tuberculosis
2355,Bone,"Pyogenic arthritis, unspecified",N010x,N010x00,58293010.0,34934005.0,58293010.0,Pyogenic arthritis of multiple sites
2356,other,Other specified meningococcal infection,A36y,A36y.00,286474014.0,23511006.0,39478011.0,Other specified meningococcal infection
2357,other,Pulmonary nocardiosis,A39y0,A39y000,4591015.0,2087000.0,4591015.0,Pulmonary nocardiosis
2358,Pyelonephritis,Renal and perinephric abscess NOS,K102z,K102z00,304077010.0,197772000.0,304072016.0,Renal and perinephric abscess NOS
2359,Bone,Arthritis in other bacterial diseases classified elsewhere,N0140,N014000,493221000006112.0,111212009.0,178441013.0,"Arthropathy with other bacterial disease, of unspec site"
2360,Hepatobiliary,Bacterial portal cirrhosis,J615D,J615D00,303437019.0,197303009.0,303437019.0,Bacterial portal cirrhosis
2361,other,Systemic bartonellosis,A8800,A880000,287188010.0,186825001.0,287188010.0,Systemic bartonellosis
2362,other,Primary lip syphilis,A9122,A912200,1225818017.0,28198007.0,1225818017.0,Primary lip syphilis
2363,Neuro,Intracranial abscess NOS,F040z,F040z00,296923013.0,27614006.0,46219013.0,Intracranial abscess NOS
2364,Cardiovascular,Other acute rheumatic heart disease,G01y,G01y.00,299570018.0,312591002.0,456339019.0,Other acute rheumatic heart disease
2365,Viral URTI,Chronic atrophic laryngitis,H1603,H160300,553511000006117.0,59454008.0,98755014.0,Chronic atrophic laryngitis
2366,other,Late effects of tuberculosis of bones and joints,AE03,AE03.00,287964012.0,187255005.0,287964012.0,Late effects of tuberculosis of bones and joints
2367,bacterial URTI,Acute mastoiditis with other complication,F5303,F530300,299085018.0,111538005.0,178781017.0,Acute mastoiditis with other complication
2368,other,Other specified syphilis or other venereal diseases,A9y,A9y..00,287391015.0,8098009.0,14372016.0,Other specified syphilis or other venereal diseases
2369,other,Other secondary syphilis NOS,A918z,A918z00,287245014.0,240557004.0,360337011.0,Other secondary syphilis NOS
2370,other,Tuberculosis of thyroid gland,A175,A175.00,45053014.0,26935004.0,45053014.0,Tuberculosis of thyroid gland
2371,other,Ornithosis with other specified complications,A73x,A73x.00,286902016.0,75116005.0,124762016.0,Ornithosis with other specified complications
2372,other,Other forms of secondary syphilis,A918,A918.00,287243019.0,240557004.0,360337011.0,Other forms of secondary syphilis
2373,Puerperal,Puerperal peritonitis unspecified,L4020,L402000,307675014.0,88178009.0,146176016.0,Puerperal peritonitis unspecified
2374,other,Gonococcal proctitis NOS,A987z,A987z00,287349017.0,42746002.0,71323013.0,Gonococcal proctitis NOS
2375,other,Other malaria complications NOS,A849z,A849z00,287147010.0,61462000.0,102111015.0,Other malaria complications NOS
2376,other,[X]Special screening examinat for other bacterial diseases,ZVu0J,ZVu0J00,427211000006117.0,443921000000100.0,1018591000000118.0,[X]Special screening examinat for other bacterial diseases
2377,pneumonia,Pneumonia due to pleuropneumonia like organisms,H232,H232.00,219921000006115.0,195896004.0,301380019.0,Pneumonia due to pleuropneumonia like organisms
2378,Neuro,Subdural intraspinal abscess,F0412,F041200,768001000006111.0,14405000.0,24487011.0,Subdural intraspinal abscess
2379,other,Tick-borne fever NOS,A661z,A661z00,286842010.0,34014006.0,56798014.0,Tick-borne fever NOS
2380,Muscle,Muscle abscess-neck,N230B,N230B00,311583013.0,203020004.0,311583013.0,Muscle abscess-neck
2381,Bone,"Osteomyelitis, unspecified",N3039,N303900,235301000006118.0,203245006.0,311894019.0,"Periostitis without osteomyelitis, of multiple sites"
2382,other,Maternal rubella in pregnancy/childbirth/puerperium NOS,L175z,L175z00,715651000006112.0,84939004.0,140828013.0,Maternal rubella in pregnancy/childbirth/puerperium NOS
2383,other,[X]Other Mycobacterium infections,Ayu32,Ayu3200,288032017.0,88415009.0,146586014.0,[X]Other Mycobacterium infections
2384,other,"[X]Cytomegaloviral disease, unspecified",AyuD1,AyuD100,288194016.0,28944009.0,48459015.0,"[X]Cytomegaloviral disease, unspecified"
2385,other,[X]Other chlamydial diseases,Ayu61,Ayu6100,288106014.0,105629000.0,169750018.0,[X]Other chlamydial diseases
2386,other,"[X]Taeniasis, unspecified",AyuG6,AyuG600,288263011.0,76172008.0,126503012.0,"[X]Taeniasis, unspecified"
2387,other,Other forms of late syphilis with symptoms,A95,A95..00,287286019.0,72083004.0,119775017.0,Other forms of late syphilis with symptoms
2388,Viral URTI,Viral wheeze,173e,173e.00,473141000000114.0,276191000000107.0,473141000000114.0,Viral wheeze
2389,Viral URTI,Viral induced wheeze,173e-1,173e.11,494261000000111.0,276191000000107.0,494261000000111.0,Viral induced wheeze
2390,Genital,Chronic perioophoritis,K4011,K401100,304658014.0,198141008.0,304658014.0,Chronic perioophoritis
2391,other,Anthrax NOS,A22z,A22z.00,286378013.0,409498004.0,2471280015.0,Anthrax NOS
2392,other,Tuberculosis support,745F,745F.00,380421000000115.0,235471000000107.0,380421000000115.0,Tuberculosis support
2393,other,Antiviral therapy,8BP5,8BP5.00,2674610011.0,427314002.0,2674610011.0,Antiviral therapy
2394,Muscle,Clostridium histolyticum infection,A3A00-1,A3A0011,569561000006113.0,266091007.0,395337016.0,Clostridium histolyticum infection
2395,Bone,Osteomyelitis of vertebra,N302A,N302A00,311865014.0,203217000.0,311865014.0,Infection of cervical spine
2396,other,Trypanosomiasis NOS,A86z,A86z.00,287178014.0,78940002.0,130986013.0,Trypanosomiasis NOS
2397,other,Secondary syphilis of viscera,A916-2,A916.12,96763016.0,58227000.0,96763016.0,Secondary syphilis of viscera
2398,Neuro,Russian spring-summer (taiga) encephalitis,A630,A630.00,159341000006115.0,186591007.0,286808018.0,Russian spring-summer (taiga) encephalitis
2399,Hepatobiliary,Other specified viral hepatitis with hepatic coma NOS,A704z,A704z00,286869011.0,3738000.0,7302012.0,Other specified viral hepatitis with hepatic coma NOS
2400,Neuro,Acute inclusion body encephalitis,A4zy0,A4zy000,344939016.0,230161000.0,344939016.0,Acute inclusion body encephalitis
2401,Neuro,Meningitis due to pseudomonas,F00y6,F00y600,296800011.0,192660009.0,296800011.0,Meningitis due to pseudomonas
2402,other,Swamp fever,AA0yz-3,AA0yz13,503542019.0,77377001.0,503542019.0,Swamp fever
2403,other,Measles keratoconjunctivitis,A55x0,A55x000,99703019.0,60013002.0,99703019.0,Measles keratoconjunctivitis
2404,Gastrointestinal,Proteus mirabilis gastrointestinal tract infection,A0730,A073000,286137017.0,186137002.0,286137017.0,Proteus mirabilis gastrointestinal tract infection
2405,other,Streptomycin resistant tuberculosis,65Y2,65Y2.00,2533735010.0,415622003.0,2533735010.0,Streptomycin resistant tuberculosis
2406,other,Acute myocarditis - tuberculous,G5206,G520600,299935013.0,194949003.0,299935013.0,Acute myocarditis - tuberculous
2407,Bone,Osteomyelitis of vertebra,N302E,N302E00,311869015.0,203221007.0,311869015.0,Infection of coccyx
2408,other,Syphilitic episcleritis,A950,A950.00,19639014.0,11338007.0,19639014.0,Syphilitic episcleritis
2409,other,Syphilitic endocarditis of aortic valve,A9322,A932200,415402011.0,278480000.0,415402011.0,Syphilitic endocarditis of aortic valve
2410,bacterial URTI,Acute pneumococcal pharyngitis,H0230,H023000,301025017.0,195659006.0,301025017.0,Acute pneumococcal pharyngitis
2411,Neuro,Post mumps vaccination encephalitis,F034E,F034E00,296885016.0,192719005.0,296885016.0,Post mumps vaccination encephalitis
2412,Neuro,Varicella transverse myelitis,F0370,F037000,344996014.0,230198004.0,344996014.0,Varicella transverse myelitis
2413,other,Tanapox,A78y4,A78y400,97280013.0,58544000.0,97280013.0,Tanapox
2414,pneumonia,Staphylococcal pleurisy with effusion,H5111,H511100,39802016.0,23698009.0,39802016.0,Staphylococcal pleurisy with effusion
2415,other,Isolated tracheal tuberculosis,A1220,A122000,128905016.0,77668003.0,128905016.0,Isolated tracheal tuberculosis
2416,other,Latent early syphilis NOS,A92z,A92z.00,287250015.0,266130009.0,395393015.0,Latent early syphilis NOS
2417,other,Adenopathy due to secondary syphilis,A914,A914.00,1232018015.0,59934002.0,1232018015.0,Adenopathy due to secondary syphilis
2418,other,Faucial diphtheria,A320,A320.00,6770012.0,3419005.0,6770012.0,Faucial diphtheria
2419,pneumonia,"Tuberculosis of lung, confirmed by culture only",A1241,A124100,286238015.0,186194007.0,286238015.0,"Tuberculosis of lung, confirmed by culture only"
2420,other,Borderline tuberculoid leprosy,A3010,A301000,360119018.0,240402003.0,360119018.0,Borderline tuberculoid leprosy
2421,pneumonia,Acute bronchitis due to coxsackievirus,H060B,H060B00,455991000006112.0,195725001.0,301112010.0,Acute bronchitis due to coxsackievirus
2422,other,Brill's disease,A811,A811.00,79596013.0,47761007.0,79596013.0,Brill's disease
2423,Muscle,Infective myositis-leg,N2308,N230800,311580011.0,203017007.0,311580011.0,Infective myositis-leg
2424,Neuro,Tuberculous encephalitis,A1360,A136000,82911000006110.0,91483004.0,151549019.0,Tuberculous encephalitis
2425,other,Omsk haemorrhagic fever,A651,A651.00,495001018.0,48113006.0,495001018.0,Omsk haemorrhagic fever
2426,other,Human immunodeficiency virus RNA/DNA ratio,43w3,43w3.00,1540131000006112.0,996081000000100.0,2559671000000116.0,Human immunodeficiency virus RNA/DNA ratio
2427,other,Septicaemia during labour - delivered,L2931,L293100,306861010.0,199710008.0,306861010.0,Septicaemia during labour - delivered
2428,other,[X]Sequelae of respiratory and unspecified tuberculosis,AyuJ4,AyuJ400,288298014.0,187251001.0,287957010.0,[X]Sequelae of respiratory and unspecified tuberculosis
2429,other,Urban yellow fever,A601,A601.00,123163010.0,74166005.0,123163010.0,Urban yellow fever
2430,Hepatobiliary,Gonococcal perihepatitis,A98yy-3,A98yy13,355299012.0,237042003.0,355299012.0,Gonococcal perihepatitis
2431,other,Isolated bronchial tuberculosis,A1221,A122100,132741012.0,80010008.0,132741012.0,Isolated bronchial tuberculosis
2432,Viral URTI,[X]Acute pharyngitis due to other specified organisms,Hyu01,Hyu0100,301802017.0,363746003.0,486416017.0,[X]Acute pharyngitis due to other specified organisms
2433,other,[X]Other bacterial sepsis of newborn,Qyu42,Qyu4200,316914018.0,276669000.0,412924011.0,[X]Other bacterial sepsis of newborn
2434,other,Colorado tick fever,A6612,A661200,11700014.0,6452009.0,11700014.0,Colorado tick fever
2435,other,Methicillin resistant staphylococcus aureus,A3B11-2,A3B1112,1629231000006115.0,266096002.0,395345014.0,Methicillin resistant staphylococcus aureus
2436,other,[X]Viral infections characterized by skin and mucous membra,AyuA,AyuA.00,432431000006114.0,128937004.0,207621016.0,[X]Viral infections characterized by skin and mucous membra
2437,other,Extended rubella syndrome,Q400-1,Q400.11,504066011.0,79303006.0,504066011.0,Extended rubella syndrome
2438,other,"[X]Spirochaetal infection, unspecified",Ayu57,Ayu5700,288102011.0,41116009.0,492887012.0,"[X]Spirochaetal infection, unspecified"
2439,other,"[X]Infectious mononucleosis, unspecified",AyuD5,AyuD500,288198018.0,271558008.0,406380019.0,"[X]Infectious mononucleosis, unspecified"
2440,bacterial URTI,Acute rhinosinusitis,H014,H014.00,567061000000117.0,431231008.0,2770065017.0,Acute rhinosinusitis
2441,other,Keratitis due to tuberculosis,F4A55,F4A5500,298355010.0,193787009.0,298355010.0,Keratitis due to tuberculosis
2442,other,Group B streptococcus infection,A3B00,A3B0000,564671000000113.0,426933007.0,564671000000113.0,Group B streptococcus infection
2443,other,"Maternal rubella, unspecified whether pregnancy/puerperium",L1750,L175000,715681000006116.0,84939004.0,140828013.0,"Maternal rubella, unspecified whether pregnancy/puerperium"
2444,other,Echinococcus NOS,AC2z,AC2z.00,287777011.0,74942003.0,124460011.0,Echinococcus NOS
2445,other,[V]Cholera carrier,ZV020,ZV02000,460185015.0,170483003.0,264361014.0,[V]Cholera carrier
2446,other,Other specified schistosoma NOS,AC0yz,AC0yz00,287748010.0,10087007.0,17602018.0,Other specified schistosoma NOS
2447,Muscle,Infective myositis-hand,N2305,N230500,311577010.0,203014000.0,311577010.0,Infective myositis-hand
2448,Cardiovascular,[X]Other rheumatic aortic valve diseases,Gyu11,Gyu1100,300864010.0,12023003.0,20718019.0,[X]Other rheumatic aortic valve diseases
2449,Genital,Acute gonorrhoea of upper genitourinary tract,A981,A981.00,495849013.0,50970007.0,495849013.0,Acute gonorrhoea of upper genitourinary tract
2450,Bone,Arthritis in other infectious and parasitic diseases EC,N01z7,N01z700,309602016.0,396234004.0,1776215011.0,"Infective arthritis NOS, of the ankle and foot"
2451,other,[X]Helminthiasis,AyuG,AyuG.00,388771000006119.0,27601005.0,46188015.0,[X]Helminthiasis
2452,other,Lyssa - rabies,A71-1,A71..11,215741000000119.0,14168008.0,24109019.0,Lyssa - rabies
2453,other,[X]Measles with other complications,AyuA6,AyuA600,288155017.0,14189004.0,24142018.0,[X]Measles with other complications
2454,bacterial URTI,[X]Other mastoiditis and related conditions,FyuP7,FyuP700,299534016.0,52404001.0,87211016.0,[X]Other mastoiditis and related conditions
2455,Muscle,Muscle abscess-leg,N230K,N230K00,311591016.0,203028006.0,311591016.0,Muscle abscess-leg
2456,Bone,"Osteomyelitis, unspecified",N30z5,N30z500,311969016.0,111253001.0,178471017.0,"Bone infection NOS, of the pelvic/thigh"
2457,Bone,Arthritis in other infectious and parasitic diseases EC,N01z5,N01z500,309600012.0,396234004.0,1776215011.0,"Infective arthritis NOS, of the pelvic region and thigh"
2458,Muscle,Suppurative myositis,N230-2,N230.12,50768013.0,30330001.0,50768013.0,Suppurative myositis
2459,Muscle,Muscle abscess-foot,N230L,N230L00,311592011.0,203029003.0,311592011.0,Muscle abscess-foot
2460,other,Other early yaws skin lesions,AA22,AA22.00,287439016.0,302814007.0,444719013.0,Other early yaws skin lesions
2461,Neuro,Adenovirus meningitis,F0116-1,F011611,461261000006116.0,111850006.0,179022010.0,Adenovirus meningitis
2462,Muscle,Muscle abscess-thigh,N230J,N230J00,311590015.0,203027001.0,311590015.0,Muscle abscess-thigh
2463,other,Septic embolism following abortive pregnancy,L0966,L096600,305588016.0,609486003.0,2966721013.0,Septic embolism following abortive pregnancy
2464,other,Cutaneous listeriosis,A2702,A270200,357350012.0,402128003.0,1781305014.0,Cutaneous listeriosis
2465,other,Intestinal schistosomiasis,AC01-1,AC01.11,360682017.0,240796008.0,360682017.0,Intestinal schistosomiasis
2466,Cellulitis,Cellulitis of toe,M08C,M08C.00,117333013.0,70637004.0,117333013.0,Cellulitis of toe
2467,Viral URTI,Avian influenza,H29,H29..00,92429016.0,55604004.0,92429016.0,Avian influenza
2468,other,Cardiovascular syphilis,A93,A93..00,538231000006116.0,83883001.0,139098014.0,Cardiovascular syphilis
2469,Peritonitis,[X]Other peritonitis,Jyu60,Jyu6000,303776019.0,48661000.0,81079010.0,[X]Other peritonitis
2470,other,Myasthenic syndrome due to botulism,F3812,F381200,683431000006111.0,398565003.0,1778099018.0,Myasthenic syndrome due to botulism
2471,Muscle,Muscle abscess-pelvis,N230H,N230H00,311589012.0,203026005.0,311589012.0,Muscle abscess-pelvis
2472,other,Neonatal monilial septicaemia,Q4075-1,Q407511,679811000006112.0,403000003.0,1782076016.0,Neonatal monilial septicaemia
2473,Neuro,Excision of abscess of tissue of brain,70054,7005400,1540851000006112.0,230838000.0,345852019.0,Excision of abscess of tissue of brain
2474,Bone,Tuberculosis of bone,N3055,N305500,311922014.0,203267007.0,311916017.0,Tuberculosis of other limb bones
2475,Neuro,"[X]Bacterial meningoencephalitis+meningomyelitis,NEC",Fyu05,Fyu0500,366671000006113.0,963741000000101.0,2455531000000114.0,"[X]Bacterial meningoencephalitis+meningomyelitis,NEC"
2476,Bone,"Pyogenic arthritis, unspecified",N01z8,N01z800,309603014.0,396234004.0,1776215011.0,"Infective arthritis NOS, of shoulder"
2477,other,"[X]Streptococcal infection, unspecified",Ayu3T,Ayu3T00,288065013.0,85769006.0,142172016.0,"[X]Streptococcal infection, unspecified"
2478,other,"[X]Acute poliomyelitis, unspecified",Ayu81,Ayu8100,288116018.0,398102009.0,1777666018.0,"[X]Acute poliomyelitis, unspecified"
2479,Muscle,Clostridium septicum infection,A3A03-1,A3A0311,569621000006115.0,266094004.0,395342012.0,Clostridium septicum infection
2480,Bone,"Osteomyelitis, unspecified",N3034,N303400,311899012.0,203250000.0,311899012.0,"Periostitis without osteomyelitis, of the hand"
2481,Genital,Acute perisalpingitis,K4004,K400400,304652010.0,198135001.0,304652010.0,Acute perisalpingitis
2482,Neuro,Encephalomyelitis NOS,F03z-1,F03z.11,344994012.0,62950007.0,104625019.0,Encephalomyelitis NOS
2483,Gastrointestinal,Actinomycosis of caecum,A3921,A392100,286522013.0,186394003.0,286522013.0,Actinomycosis of caecum
2484,Pyelonephritis,Pyelonephritis in diseases EC,K10y3,K10y300,304087014.0,197782004.0,304087014.0,Pyelonephritis in diseases EC
2485,other,Arthropod-borne haemorrhagic fever,A65,A65..00,477933017.0,16766000.0,477933017.0,Arthropod-borne haemorrhagic fever
2486,other,Latent tuberculosis,65Y9-1,65Y9.11,667971000000118.0,11999007.0,667971000000118.0,Latent tuberculosis
2487,Viral URTI,Influenza B virus detected,4JU5,4JU5.00,677081000000114.0,441345003.0,2794563017.0,Influenza B virus detected
2488,Viral URTI,Influenza H3 virus detected,4JU2,4JU2.00,676901000000115.0,441049004.0,2882421019.0,Influenza H3 virus detected
2489,Viral URTI,Influenza H1 virus detected,4JU0,4JU0.00,676781000000110.0,441043003.0,2882417014.0,Influenza H1 virus detected
2490,Viral URTI,Respiratory syncytial virus untyped strain detected,4JUB,4JUB.00,689601000000110.0,441278007.0,2790181019.0,Respiratory syncytial virus untyped strain detected
2491,pneumonia,Mycoplasma pneumoniae detected,4JUK,4JUK.00,690181000000115.0,440990006.0,2792339011.0,Mycoplasma pneumoniae detected
2492,other,Ethiopian cutaneous leishmaniasis,A853,A853.00,491269016.0,38573008.0,491269016.0,Ethiopian cutaneous leishmaniasis
2493,other,Genital herpes simplex type 1,A5416,A541600,728631000000112.0,440714005.0,1651201000000118.0,Genital herpes simplex type 1
2494,other,[X]Unspecified viral haemorrhagic fever,Ayu98,Ayu9800,288145016.0,240523007.0,360282012.0,[X]Unspecified viral haemorrhagic fever
2495,Bone,[X]Arthritis+polyarthritis due/other specfd bacterial agents,Nyu01,Nyu0100,363811000006111.0,61126009.0,101580017.0,[X]Arthritis+polyarthritis due/other specfd bacterial agents
2496,other,Genital herpes simplex type 2,A5417,A541700,2645763011.0,423391007.0,2645763011.0,Genital herpes simplex type 2
2497,Neuro,California viral encephalitis,A625,A625.00,1788123017.0,416442006.0,2548955019.0,California viral encephalitis
2498,other,"[X]Adenovirus infection, unspecified",AyuDA,AyuDA00,288203014.0,25225006.0,42289018.0,"[X]Adenovirus infection, unspecified"
2499,Viral URTI,Human parainfluenza virus detected,4JUF,4JUF.00,689941000000115.0,441344004.0,2790535011.0,Human parainfluenza virus detected
2500,Viral URTI,Respiratory syncytial virus B detected,4JUA,4JUA.00,689541000000114.0,441048007.0,2794534015.0,Respiratory syncytial virus B detected
2501,bacterial URTI,Laryngeal diphtheria,A323,A323.00,83647012.0,50215002.0,83647012.0,Laryngeal diphtheria
2502,Cardiovascular,Meningococcal carditis NOS,A364z,A364z00,286469018.0,33618002.0,56116019.0,Meningococcal carditis NOS
2503,Genital,Acute gonococcal seminal vesiculitis,A9814,A981400,108115017.0,65049003.0,108115017.0,Acute gonococcal seminal vesiculitis
2504,Neuro,Postimmunisation encephalitis NOS,F034z,F034z00,211271000006111.0,192704009.0,296870010.0,Postimmunisation encephalitis NOS
2505,other,"Maternal syphilis, unspec whether in pregnancy or puerperium",L1700,L170000,715751000006119.0,199154009.0,306027014.0,"Maternal syphilis, unspec whether in pregnancy or puerperium"
2506,Cardiovascular,Gonococcal pericarditis,A98y2,A98y200,149872017.0,90428001.0,149872017.0,Gonococcal pericarditis
2507,other,Inactive tuberculosis,65Y9,65Y9.00,20683012.0,11999007.0,20683012.0,Inactive tuberculosis
2508,other,Trachoma dubium - initial stage,A760,A760.00,484452016.0,29976007.0,484452016.0,Trachoma dubium - initial stage
2509,Bone,"Osteomyelitis, unspecified",N302F,N302F00,311870019.0,203222000.0,311870019.0,Infection of clavicle
2510,Viral URTI,Respiratory syncytial virus A detected,4JU9,4JU9.00,689481000000119.0,440929004.0,2791867012.0,Respiratory syncytial virus A detected
2511,pneumonia,[X]Klebsiella pneumoniae/cause/disease classifd/oth chapters,AyuKA,AyuKA00,394671000006117.0,40733004.0,492755015.0,[X]Klebsiella pneumoniae/cause/disease classifd/oth chapters
2512,other,Amantadine resistant virus detected,4JU8,4JU8.00,689421000000115.0,440936003.0,2793047011.0,Amantadine resistant virus detected
2513,other,Lung disease with syphilis,H57y5,H57y500,732621000006115.0,8555001.0,15107012.0,Lung disease with syphilis
2514,other,Tuberculosis endocardium,A17y0,A17y000,89061000006118.0,52987001.0,88151011.0,Tuberculosis endocardium
2515,Hepatobiliary,Bile duct calculus + acute cholecystitis - obstruct NOS,J643z,J643z00,511631000006119.0,197389006.0,303553019.0,Bile duct calculus + acute cholecystitis - obstruct NOS
2516,other,Pseudomonas pyocyaneus congenital infection,Q4086,Q408600,316472017.0,206370004.0,316472017.0,Pseudomonas pyocyaneus congenital infection
2517,other,"[X]HIV disease result/haematological+immunologic abnorms,NEC",AyuCB,AyuCB00,389001000006116.0,943041000000105.0,2412691000000112.0,"[X]HIV disease result/haematological+immunologic abnorms,NEC"
2518,Bone,Other chronic haematogenous osteomyelitis,NyuC1,NyuC100,312697014.0,40970001.0,68341014.0,[X]Other chronic haematogenous osteomyelitis
2519,other,Nairobi sheep disease,A6610,A661000,40403014.0,24069003.0,40403014.0,Nairobi sheep disease
2520,other,Monkey malaria,A844-1,A844.11,698521000006117.0,61462000.0,102111015.0,Monkey malaria
2521,other,"[X]Mycobacterium infection, unspecified",Ayu33,Ayu3300,288033010.0,88415009.0,146586014.0,"[X]Mycobacterium infection, unspecified"
2522,other,Human metapneumovirus detected,4JUC,4JUC.00,689661000000114.0,441133003.0,2790284019.0,Human metapneumovirus detected
2523,other,Human immunodeficiency virus viral load by log rank,4J3F,4J3F.00,603931000000114.0,998171000000102.0,2571361000000118.0,Human immunodeficiency virus viral load by log rank
2524,UTI,,K1905,K190500,113884018.0,68566005.0,113884018.0,Urinary tract infection
2525,UTI,Cystitis in amoebiasis,K1541,K154100,1217047011.0,8776008.0,1217047011.0,Cystitis in amoebiasis
2526,Viral URTI,"Influenza A virus, other or untyped strain detected",4JU4,4JU4.00,677021000000113.0,359351000000100.0,676741000000119.0,"Influenza A virus, other or untyped strain detected"
2527,other,Antiretroviral drugs Band 1,7Q056,7Q05600,749871000000118.0,380571000000104.0,749871000000118.0,Antiretroviral drugs Band 1
2528,Gastrointestinal,"[X]Paratyphoid fever, unspecified",Ayu01,Ayu0100,287978013.0,85904008.0,142408013.0,"[X]Paratyphoid fever, unspecified"
2529,Bone,"Osteomyelitis, unspecified",N302K,N302K00,311874011.0,203226002.0,311874011.0,Infection of ulna
2530,Neuro,Encephalitis due to cytomegalovirus,F0307,F030700,640891000006113.0,83159006.0,137926012.0,Encephalitis due to cytomegalovirus
2531,Puerperal,Puerperal salpingitis with postnatal complication,L4012,L401200,307673019.0,200187001.0,307673019.0,Puerperal salpingitis with postnatal complication
2532,Viral URTI,"[X]Influenza+other manifestations, virus not identified",Hyu07,Hyu0700,389891000006119.0,6142004.0,11203012.0,"[X]Influenza+other manifestations, virus not identified"
2533,Bone,Tuberculosis of bones and joints,N3043,N304300,311915018.0,203266003.0,311915018.0,Tuberculosis of sacrum/coccyx
2534,bacterial URTI,[X]Other acute sinusitis,Hyu00,Hyu0000,301801012.0,15805002.0,26785019.0,[X]Other acute sinusitis
2535,Neuro,Other specified bacterial meningitis,F00y,F00y.00,296789019.0,95883001.0,158829010.0,Other specified bacterial meningitis
2536,Genital,Uterus - acute gonorrhoea,A9816-1,A981611,500070012.0,65295003.0,500070012.0,Uterus - acute gonorrhoea
2537,other,[X]Other early skin lesions of yaws,Ayu50,Ayu5000,288094018.0,302814007.0,444719013.0,[X]Other early skin lesions of yaws
2538,Genital,Chronic gonorrhoea of upper genitourinary tract,A983,A983.00,504414012.0,80388004.0,504414012.0,Chronic gonorrhoea of upper genitourinary tract
2539,UTI,Bladder gonorrhoea - acute,A9811-1,A981111,1216174017.0,24868007.0,1216174017.0,Bladder gonorrhoea - acute
2540,other,[X]Other secondary syphilis,Ayu45,Ayu4500,288077015.0,240557004.0,360337011.0,[X]Other secondary syphilis
